Type,Response ID,Start Date,End Date,Status,Source Type,InteractPedestrian,InteractBicycle,CircumstancesCoded,FeelingsProvingGround,SafetyHuman,SafetyAV,AVSafetyPotential,RegulationTesting,RegulationSpeed,RegulationSchoolZone,RegulationShareData,AdvocacyIssues,BikePghPosition,PayingAttentionAV,FamiliarityTechnoology,ZipCode
Member,259923473,02/15/2017 2:14:43 PM PST,02/15/2017 2:17:17 PM PST,COMPLETE,Survey Link,Yes,No,,Approve,4,4,Yes,No,Yes,No,Not sure,Disagree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15201
Member,259924745,02/15/2017 2:21:57 PM PST,02/15/2017 3:25:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,259924983,02/15/2017 2:23:16 PM PST,02/15/2017 2:33:45 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,4,Maybe,Yes,No,Yes,Yes,Agree,Actively Support,To some extent,Mostly Unfamiliar,17363
Member,259925382,02/15/2017 2:25:14 PM PST,02/15/2017 2:32:19 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,2,Not sure,No,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To little extent,Not familiar at all,15228
Member,259926818,02/15/2017 2:31:39 PM PST,02/15/2017 3:50:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,259928691,02/15/2017 2:42:40 PM PST,02/15/2017 2:46:30 PM PST,COMPLETE,Survey Link,Not sure,No,,Somewhat Disapprove,1,3,Yes,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15212
Member,259928912,02/15/2017 2:43:55 PM PST,02/15/2017 3:50:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,259929351,02/15/2017 2:45:33 PM PST,02/15/2017 2:55:12 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Disapprove,4,1,No,Yes,Yes,Yes,Yes,Strongly Agree,Actively Oppose,To a large extent,Extremely familiar,15232
Member,259930799,02/15/2017 2:53:43 PM PST,02/15/2017 2:56:47 PM PST,COMPLETE,Survey Link,No,No,,Neutral,1,No experience,Not sure,Not sure,Yes,Not sure,Yes,Neutral,No Opinion,To some extent,Not familiar at all,15131
Member,259931840,02/15/2017 2:59:45 PM PST,02/15/2017 3:08:07 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,Not sure,Not sure,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15203
Member,259933594,02/15/2017 3:07:52 PM PST,02/15/2017 3:10:02 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,5,Yes,Yes,No,No,Yes,Strongly Disagree,Actively Support,To a moderate extent,Extremely familiar,15217
Member,259935726,02/15/2017 3:18:11 PM PST,02/15/2017 3:19:41 PM PST,COMPLETE,Survey Link,Yes,No,,Somewhat Disapprove,3,3,No,Yes,Yes,Yes,Not sure,Neutral,No Opinion,To some extent,Somewhat familiar,15206
Member,259936016,02/15/2017 3:20:59 PM PST,02/15/2017 3:24:04 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,2,2,Maybe,Yes,Yes,Not sure,Yes,Neutral,No Opinion,To little extent,Mostly Unfamiliar,15217
Member,259937360,02/15/2017 3:29:54 PM PST,02/15/2017 3:32:03 PM PST,COMPLETE,Survey Link,No,No,,Neutral,4,5,Yes,Yes,Not sure,No,Yes,Disagree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15215
Member,259938976,02/15/2017 3:38:06 PM PST,02/15/2017 3:39:53 PM PST,COMPLETE,Survey Link,No,Yes,,Approve,3,5,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15232
Member,259941115,02/15/2017 3:52:00 PM PST,02/15/2017 4:00:03 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,4,2,No,Yes,Yes,No,Not sure,Agree,Neither Support nor Oppose,To some extent,Not familiar at all,15044
Member,259942164,02/15/2017 4:01:04 PM PST,02/15/2017 4:05:47 PM PST,COMPLETE,Survey Link,Yes,No,,Somewhat Approve,2,3,Yes,Yes,Not sure,Not sure,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15217
Member,259946333,02/15/2017 4:48:30 PM PST,02/15/2017 4:57:13 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,4,1,No,Yes,Yes,Yes,Yes,Disagree,Actively Oppose,To a large extent,Extremely familiar,15301
Member,259947792,02/15/2017 5:08:52 PM PST,02/15/2017 6:20:24 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,259949418,02/15/2017 5:43:10 PM PST,02/15/2017 5:46:24 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,No experience,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15228
Member,259950356,02/15/2017 6:01:51 PM PST,02/15/2017 11:30:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,259950495,02/15/2017 6:05:56 PM PST,02/15/2017 6:10:35 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Disapprove,4,1,Not sure,Yes,Yes,Yes,Not sure,Agree,Actively Oppose,To a moderate extent,Somewhat familiar,15221
Member,259950753,02/15/2017 6:11:47 PM PST,02/15/2017 6:19:06 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Approve,2,4,Yes,Not sure,Yes,Not sure,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15217
Member,259952201,02/15/2017 6:55:46 PM PST,02/15/2017 6:57:28 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,2,2,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15217
Member,259952262,02/15/2017 6:58:30 PM PST,02/15/2017 7:00:19 PM PST,COMPLETE,Survey Link,Yes,No,,Approve,3,5,Yes,Yes,Yes,No,Yes,Neutral,Neither Support nor Oppose,To a large extent,Extremely familiar,15206
Member,259952342,02/15/2017 7:00:25 PM PST,02/15/2017 7:04:38 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,Not sure,Not sure,Yes,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15218
Member,259952385,02/15/2017 7:02:12 PM PST,02/15/2017 7:09:51 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Neutral,4,2,Not sure,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15221
Member,259952387,02/15/2017 7:02:15 PM PST,02/15/2017 7:06:46 PM PST,COMPLETE,Survey Link,Not sure,No,,Approve,3,5,Yes,Yes,No,No,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15201
Member,259952545,02/15/2017 7:06:25 PM PST,02/15/2017 7:19:10 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,No,Not sure,Not sure,Yes,Neutral,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15009
Member,259952781,02/15/2017 7:14:40 PM PST,02/15/2017 7:17:03 PM PST,COMPLETE,Survey Link,Yes,No,,Neutral,5,5,Yes,Yes,Not sure,No,No,Neutral,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15221
Member,259952878,02/15/2017 7:16:41 PM PST,02/15/2017 7:19:56 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,Yes,No,Yes,Yes,Neutral,Actively Support,To some extent,Somewhat familiar,15202
Member,259955248,02/15/2017 8:12:57 PM PST,02/15/2017 8:17:51 PM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Maybe,Not sure,Not sure,Not sure,Not sure,Neutral,No Opinion,To little extent,Not familiar at all,15206
Member,259955405,02/15/2017 8:16:15 PM PST,02/15/2017 8:21:40 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Disapprove,3,3,Not sure,Yes,Yes,Yes,Yes,Agree,No Opinion,To little extent,Not familiar at all,15206
Member,259956634,02/15/2017 8:58:00 PM PST,02/15/2017 9:01:55 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,4,Yes,Yes,Yes,Not sure,Yes,Neutral,Actively Support,To little extent,Mostly Unfamiliar,15206
Member,260005243,02/16/2017 3:24:52 AM PST,02/16/2017 3:29:48 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,3,Yes,Yes,No,No,Yes,Disagree,Actively Support,To a moderate extent,Somewhat familiar,15668
Member,260006470,02/16/2017 3:55:34 AM PST,02/16/2017 4:03:32 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,3,4,Yes,Yes,No,No,Not sure,Agree,Actively Support,To a moderate extent,Somewhat familiar,15208
Member,260006513,02/16/2017 3:58:54 AM PST,02/16/2017 4:00:59 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15116
Member,260008876,02/16/2017 4:53:52 AM PST,02/16/2017 4:58:05 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,4,No experience,Yes,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To some extent,Somewhat familiar,15238
Member,260009742,02/16/2017 5:12:40 AM PST,02/16/2017 5:17:39 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Disapprove,2,2,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15209
Member,260013129,02/16/2017 6:04:44 AM PST,02/16/2017 6:17:16 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Neutral,3,4,Yes,Yes,Not sure,Yes,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15219
Member,260020636,02/16/2017 8:13:42 AM PST,02/16/2017 8:15:59 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,2,2,Maybe,Yes,Not sure,Not sure,Yes,Agree,Neither Support nor Oppose,To a large extent,Somewhat familiar,15206
Member,260022434,02/16/2017 8:44:03 AM PST,02/16/2017 8:51:21 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Yes,Not sure,No,No,Yes,Neutral,Actively Support,To a large extent,Mostly familiar,15203
Member,260022647,02/16/2017 8:49:21 AM PST,02/16/2017 8:52:58 AM PST,COMPLETE,Survey Link,Yes,Yes,,Somewhat Approve,3,3,Yes,Yes,Not sure,Not sure,Yes,Neutral,Actively Support,To some extent,Mostly Unfamiliar,15232
Member,260024802,02/16/2017 9:24:47 AM PST,02/16/2017 10:30:23 AM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,260028891,02/16/2017 10:28:25 AM PST,02/16/2017 10:54:30 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Disapprove,1,1,Maybe,Yes,Yes,Yes,Yes,Strongly Agree,Neither Support nor Oppose,To some extent,Somewhat familiar,15136
Member,260031155,02/16/2017 11:05:43 AM PST,02/16/2017 11:12:30 AM PST,COMPLETE,Survey Link,No,No,,Approve,1,4,Yes,Not sure,Not sure,Not sure,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15204
Member,260036853,02/16/2017 12:17:51 PM PST,02/16/2017 12:21:02 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,No experience,Not sure,Yes,Yes,Not sure,Yes,Neutral,No Opinion,To some extent,Mostly Unfamiliar,15217
Member,260037065,02/16/2017 12:20:52 PM PST,02/16/2017 1:25:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,260043835,02/16/2017 2:19:15 PM PST,02/16/2017 2:22:10 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,No experience,Maybe,Not sure,Not sure,Not sure,Not sure,Neutral,No Opinion,To a large extent,Somewhat familiar,15206
Member,260044917,02/16/2017 2:43:02 PM PST,02/16/2017 2:57:56 PM PST,COMPLETE,Survey Link,Not sure,No,,Approve,3,4,Yes,Yes,Yes,Not sure,Not sure,Neutral,Neither Support nor Oppose,To a large extent,Mostly familiar,15147
Member,260047877,02/16/2017 3:58:32 PM PST,02/16/2017 4:06:14 PM PST,COMPLETE,Survey Link,Yes,No,,Approve,4,3,Yes,No,No,No,No,Disagree,Actively Support,To some extent,Somewhat familiar,15217
Member,260048794,02/16/2017 4:29:20 PM PST,02/16/2017 4:31:49 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,3,Yes,Not sure,Not sure,Not sure,Not sure,Agree,Actively Support,To some extent,Mostly Unfamiliar,15211
Member,260053790,02/16/2017 8:24:12 PM PST,02/16/2017 9:35:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,260062779,02/17/2017 5:59:52 AM PST,02/17/2017 6:17:10 AM PST,COMPLETE,Survey Link,No,No,,Neutral,1,2,Not sure,No,Not sure,No,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15132
Member,260065049,02/17/2017 7:39:20 AM PST,02/17/2017 7:42:41 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,5,Yes,Yes,No,No,Yes,Disagree,Neither Support nor Oppose,To a large extent,Somewhat familiar,15217
Member,260068245,02/17/2017 9:53:44 AM PST,02/17/2017 11:00:23 AM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,260069575,02/17/2017 11:17:15 AM PST,02/17/2017 11:19:36 AM PST,COMPLETE,Survey Link,No,No,,Neutral,2,5,Not sure,Yes,Yes,Yes,Yes,Agree,Actively Oppose,To some extent,Mostly Unfamiliar,15237
Member,260069603,02/17/2017 11:19:55 AM PST,02/17/2017 11:43:17 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,No experience,Yes,Not sure,Not sure,No,Not sure,Agree,Actively Support,To a moderate extent,Somewhat familiar,15211
Member,260070843,02/17/2017 12:24:12 PM PST,02/17/2017 1:35:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,260076945,02/17/2017 4:04:38 PM PST,02/17/2017 4:08:39 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Yes,Yes,Yes,Not sure,Yes,Strongly Agree,Actively Support,To some extent,Somewhat familiar,15217
Member,260082116,02/17/2017 9:40:34 PM PST,02/17/2017 9:45:48 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,4,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15217
Member,260110742,02/18/2017 7:09:01 AM PST,02/18/2017 7:16:53 AM PST,COMPLETE,Survey Link,No,No,,Neutral,1,4,Yes,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15221
Member,260110924,02/18/2017 7:23:24 AM PST,02/18/2017 8:30:23 AM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Member,260114942,02/18/2017 12:51:45 PM PST,02/18/2017 12:57:17 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,4,Yes,Not sure,Not sure,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Mostly familiar,15212
Member,260123207,02/19/2017 5:05:51 AM PST,02/19/2017 5:08:01 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Yes,Yes,No,No,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15120
Member,260126249,02/19/2017 9:48:51 AM PST,02/19/2017 9:51:05 AM PST,COMPLETE,Survey Link,Yes,Yes,,Neutral,3,3,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15222
Member,260127861,02/19/2017 11:23:54 AM PST,02/19/2017 11:26:12 AM PST,COMPLETE,Survey Link,Not sure,Yes,,Approve,3,5,Yes,Yes,No,No,No,Neutral,Actively Support,To a large extent,Somewhat familiar,15206
Member,260165296,02/20/2017 6:04:14 AM PST,02/20/2017 6:05:39 AM PST,COMPLETE,Survey Link,No,No,,Disapprove,3,No experience,Maybe,Yes,No,Yes,Yes,Agree,Actively Oppose,To some extent,Somewhat familiar,15207
Member,260165346,02/20/2017 6:05:47 AM PST,02/20/2017 6:07:43 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,4,4,Not sure,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15212
Member,260165428,02/20/2017 6:08:50 AM PST,02/20/2017 6:19:08 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,Not sure,Not sure,Yes,Agree,Actively Support,To little extent,Mostly Unfamiliar,15218
Member,260165474,02/20/2017 6:10:55 AM PST,02/20/2017 6:13:12 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,Not sure,Not sure,Not sure,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15218
Member,260165565,02/20/2017 6:15:06 AM PST,02/20/2017 6:18:50 AM PST,COMPLETE,Survey Link,Not sure,No,,Approve,2,4,Yes,Yes,No,Not sure,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15206
Member,260165587,02/20/2017 6:15:52 AM PST,02/20/2017 6:19:00 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Not sure,Yes,Yes,Not sure,Not sure,Neutral,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15214
Member,260165632,02/20/2017 6:18:56 AM PST,02/20/2017 6:29:00 AM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Maybe,Yes,Not sure,Yes,Yes,Neutral,No Opinion,To some extent,Somewhat familiar,15143
Member,260165803,02/20/2017 6:25:34 AM PST,02/20/2017 6:29:18 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,4,No experience,Yes,Yes,Yes,Yes,Yes,Agree,No Opinion,To a moderate extent,Mostly Unfamiliar,15222
Member,260165995,02/20/2017 6:32:35 AM PST,02/20/2017 6:34:30 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,3,4,Not sure,Not sure,No,No,No,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15237
Member,260166125,02/20/2017 6:37:22 AM PST,02/20/2017 6:39:20 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,No experience,Yes,Yes,No,No,Yes,Disagree,Actively Support,To a moderate extent,Somewhat familiar,15090
Member,260166629,02/20/2017 7:01:05 AM PST,02/20/2017 7:12:55 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Yes,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15221
Member,260167887,02/20/2017 8:03:16 AM PST,02/20/2017 8:08:06 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Maybe,Yes,No,Not sure,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15221
Member,260168317,02/20/2017 8:24:17 AM PST,02/20/2017 8:27:13 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Maybe,Yes,Not sure,Not sure,Yes,Agree,Neither Support nor Oppose,To some extent,Somewhat familiar,15220
Member,260169606,02/20/2017 9:32:23 AM PST,02/20/2017 9:34:52 AM PST,COMPLETE,Survey Link,Not sure,No,,Approve,3,4,Yes,Not sure,No,Not sure,Not sure,Neutral,No Opinion,To some extent,Mostly Unfamiliar,15203
Member,260169956,02/20/2017 9:56:48 AM PST,02/20/2017 12:00:23 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,No experience,Maybe,Yes,Not sure,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Not familiar at all,15116
Member,260170792,02/20/2017 10:44:41 AM PST,02/20/2017 10:48:31 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Disapprove,3,No experience,Not sure,Yes,Yes,Yes,Yes,Agree,No Opinion,Not at all,Not familiar at all,15232
Member,260170810,02/20/2017 10:45:17 AM PST,02/20/2017 10:46:26 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Neutral,3,3,Maybe,Yes,Yes,Not sure,Yes,Neutral,No Opinion,To some extent,Somewhat familiar,15206
Member,260170963,02/20/2017 10:52:01 AM PST,02/20/2017 10:59:23 AM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Yes,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15207
Member,260171235,02/20/2017 11:10:38 AM PST,02/20/2017 11:13:41 AM PST,COMPLETE,Survey Link,Not sure,No,,Approve,2,5,Yes,Yes,No,No,No,Disagree,Actively Support,To some extent,Mostly familiar,15206
Member,260171242,02/20/2017 11:11:37 AM PST,02/20/2017 11:13:42 AM PST,COMPLETE,Survey Link,No,Not sure,,Approve,4,4,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To some extent,Somewhat familiar,15228
Member,260171341,02/20/2017 11:16:29 AM PST,02/20/2017 11:19:07 AM PST,COMPLETE,Survey Link,Yes,Yes,,Somewhat Approve,1,3,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15206
Member,260171377,02/20/2017 11:18:14 AM PST,02/20/2017 11:22:14 AM PST,COMPLETE,Survey Link,Yes,Yes,,Somewhat Approve,3,4,Yes,Yes,No,Not sure,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15201
Member,260171378,02/20/2017 11:18:19 AM PST,02/20/2017 11:19:29 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,2,5,Yes,Yes,Yes,No,No,Neutral,Actively Support,To a moderate extent,Mostly familiar,15206
Member,260171400,02/20/2017 11:20:05 AM PST,02/20/2017 11:25:36 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,4,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15217
Member,260171420,02/20/2017 11:22:14 AM PST,02/20/2017 11:24:11 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,4,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To a moderate extent,Mostly familiar,22301
Member,260171654,02/20/2017 11:36:57 AM PST,02/20/2017 11:39:04 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,2,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15211
Member,260171695,02/20/2017 11:40:28 AM PST,02/20/2017 11:45:24 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Not sure,Yes,Yes,No,Yes,Neutral,Neither Support nor Oppose,To some extent,Not familiar at all,15209
Member,260171742,02/20/2017 11:41:27 AM PST,02/20/2017 11:44:26 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,Not sure,No,Not sure,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15090
Member,260171994,02/20/2017 11:54:01 AM PST,02/20/2017 11:55:57 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,5,Yes,Yes,Yes,No,Yes,Strongly Agree,Actively Support,To a large extent,Somewhat familiar,15217
Member,260172301,02/20/2017 12:13:09 PM PST,02/20/2017 12:20:09 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,3,4,Not sure,Yes,Yes,Yes,Yes,Agree,Actively Oppose,To some extent,Mostly Unfamiliar,15217
Member,260172623,02/20/2017 12:29:54 PM PST,02/20/2017 12:33:24 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,3,No experience,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,16066
Member,260176060,02/20/2017 1:45:36 PM PST,02/20/2017 1:47:24 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,No experience,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,20001
Member,260176151,02/20/2017 1:47:52 PM PST,02/20/2017 1:51:32 PM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,3,4,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To a large extent,Somewhat familiar,16066
Member,260177157,02/20/2017 2:19:35 PM PST,02/20/2017 2:23:10 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Yes,Yes,No,No,Yes,Agree,Actively Support,To a large extent,Extremely familiar,15217
Member,260179638,02/20/2017 3:52:04 PM PST,02/20/2017 3:54:11 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Approve,3,3,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15218
Member,260180041,02/20/2017 4:07:19 PM PST,02/20/2017 4:09:14 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Yes,Not sure,Not sure,Not sure,Not sure,Agree,Neither Support nor Oppose,To a large extent,Mostly familiar,15217
Member,260180447,02/20/2017 4:25:53 PM PST,02/20/2017 4:38:57 PM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,3,3,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15224
Member,260181144,02/20/2017 4:50:36 PM PST,02/20/2017 5:00:52 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,No experience,Not sure,Not sure,Not sure,Not sure,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15216
Member,260181825,02/20/2017 5:22:53 PM PST,02/20/2017 5:27:30 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,3,3,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15233
Member,260182105,02/20/2017 5:34:51 PM PST,02/20/2017 5:45:04 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,2,Maybe,No,Yes,Not sure,Not sure,Agree,Actively Support,To little extent,Mostly Unfamiliar,15139
Member,260185011,02/20/2017 7:42:04 PM PST,02/20/2017 7:45:44 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,3,Yes,Yes,Not sure,Yes,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15201
